Series.Code,Series.Name,Topic,SubTopic1,SubTopic2,SubTopic3
NV.MNF.TXTL.ZS.UN,Textiles and clothing (% of value added in manufacturing),Economic Policy & Debt,National accounts,Shares of GDP & other,
NV.SRV.TETC.CD,"Services, etc., value added (current US$)",Economic Policy & Debt,National accounts,US$ at current prices,Value added
NV.SRV.TETC.CN,"Services, etc., value added (current LCU)",Economic Policy & Debt,National accounts,Local currency at current prices,Value added
NV.SRV.TETC.KD,"Services, etc., value added (constant 2000 US$)",Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Value added
NV.SRV.TETC.KD.ZG,"Services, etc., value added (annual % growth)",Economic Policy & Debt,National accounts,Growth rates,
NV.SRV.TETC.KN,"Services, etc., value added (constant LCU)",Economic Policy & Debt,National accounts,Local currency at constant prices,Value added
NV.SRV.TETC.ZS,"Services, etc., value added (% of GDP)",Economic Policy & Debt,National accounts,Shares of GDP & other,
NY.ADJ.AEDU.CD,Adjusted savings: education expenditure (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DCO2.CD,Adjusted savings: carbon dioxide damage (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DCO2.GN.ZS,Adjusted savings: carbon dioxide damage (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DFOR.CD,Adjusted savings: net forest depletion (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DFOR.GN.ZS,Adjusted savings: net forest depletion (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DKAP.CD,Adjusted savings: consumption of fixed capital (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DKAP.GN.ZS,Adjusted savings: consumption of fixed capital (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DMIN.CD,Adjusted savings: mineral depletion (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DMIN.GN.ZS,Adjusted savings: mineral depletion (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DNGY.CD,Adjusted savings: energy depletion (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DNGY.GN.ZS,Adjusted savings: energy depletion (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DPEM.CD,Adjusted savings: particulate emission damage (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.DRES.GN.ZS,Adjusted savings: natural resources depletion (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.ICTR.GN.ZS,Adjusted savings: gross savings (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.NNAT.CD,Adjusted savings: net national savings (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.NNAT.GN.ZS,Adjusted savings: net national savings (% of GNI),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.NNTY.CD,Adjusted net national income (current US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.NNTY.KD,Adjusted net national income (constant 2000 US$),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.NNTY.KD.ZG,Adjusted net national income (annual % growth),Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.SVNG.CD,"Adjusted net savings, including particulate emission damage (current US$)",Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.SVNG.GN.ZS,"Adjusted net savings, including particulate emission damage (% of GNI)",Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.SVNX.CD,"Adjusted net savings, excluding particulate emission damage (current US$)",Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.ADJ.SVNX.GN.ZS,"Adjusted net savings, excluding particulate emission damage (% of GNI)",Economic Policy & Debt,National accounts,Adjusted savings & income,
NY.EXP.CAPM.KN,Exports as a capacity to import (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Other items
NY.GDP.COAL.RT.ZS,Coal rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDP.DEFL.KD.ZG,"Inflation, GDP deflator (annual %)",Financial Sector,Exchange rates & prices,,
NY.GDP.DEFL.ZS,GDP deflator (base year varies by country),Financial Sector,Exchange rates & prices,,
NY.GDP.DISC.CN,Discrepancy in expenditure estimate of GDP (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Expenditure on GDP
NY.GDP.DISC.KN,Discrepancy in expenditure estimate of GDP (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Expenditure on GDP
NY.GDP.FCST.CD,Gross value added at factor cost (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GDP.FCST.CN,Gross value added at factor cost (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GDP.FCST.KD,Gross value added at factor cost (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Aggregate indicators
NY.GDP.FCST.KN,Gross value added at factor cost (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GDP.FRST.RT.ZS,Forest rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDP.MKTP.CD,GDP (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GDP.MKTP.CN,GDP (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GDP.MKTP.KD,GDP (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Aggregate indicators
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Economic Policy & Debt,National accounts,Growth rates,
NY.GDP.MKTP.KN,GDP (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GDP.MKTP.PP.CD,"GDP, PPP (current international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GDP.MKTP.PP.KD,"GDP, PPP (constant 2005 international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GDP.NGAS.RT.ZS,Natural gas rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDP.PCAP.CD,GDP per capita (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GDP.PCAP.CN,GDP per capita (current LCU),Economic Policy & Debt,National accounts,,
NY.GDP.PCAP.KD,GDP per capita (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Aggregate indicators
NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %),Economic Policy & Debt,National accounts,Growth rates,
NY.GDP.PCAP.KN,GDP per capita (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (current international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2005 international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GDP.PETR.RT.ZS,Oil rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDP.TOTL.RT.ZS,Total natural resources rents (% of GDP),Environment,Natural resources contribution to GDP,,
NY.GDS.TOTL.CD,Gross domestic savings (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GDS.TOTL.CN,Gross domestic savings (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GDS.TOTL.KN,Gross domestic savings (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GDS.TOTL.ZS,Gross domestic savings (% of GDP),Economic Policy & Debt,National accounts,Shares of GDP & other,
NY.GDY.TOTL.KD,Gross domestic income (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at current prices,Other items
NY.GDY.TOTL.KN,Gross domestic income (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Other items
NY.GNP.ATLS.CD,"GNI, Atlas method (current US$)",Economic Policy & Debt,National accounts,Atlas GNI & GNI per capita,
NY.GNP.MKTP.CD,GNI (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GNP.MKTP.CN,GNI (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GNP.MKTP.KD,GNI (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Aggregate indicators
NY.GNP.MKTP.KD.ZG,GNI growth (annual %),Economic Policy & Debt,National accounts,Growth rates,
NY.GNP.MKTP.KN,GNI (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GNP.MKTP.PP.CD,"GNI, PPP (current international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GNP.MKTP.PP.KD,"GNI, PPP (constant 2005 international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GNP.PCAP.CD,"GNI per capita, Atlas method (current US$)",Economic Policy & Debt,National accounts,Atlas GNI & GNI per capita,
NY.GNP.PCAP.CN,GNI per capita (current LCU),Economic Policy & Debt,National accounts,,
NY.GNP.PCAP.KD,GNI per capita (constant 2000 US$),Economic Policy & Debt,National accounts,US$ at constant 2000 prices,Aggregate indicators
NY.GNP.PCAP.KD.ZG,GNI per capita growth (annual %),Economic Policy & Debt,National accounts,Growth rates,
NY.GNP.PCAP.KN,GNI per capita (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GNP.PCAP.PP.KD,"GNI per capita, PPP (constant 2005 international $)",Economic Policy & Debt,Purchasing power parity,,
NY.GNS.ICTR.CD,Gross savings (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GNS.ICTR.CN,Gross savings (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GNS.ICTR.GN.ZS,Gross savings (% of GNI),Economic Policy & Debt,National accounts,Shares of GDP & other,
NY.GNS.ICTR.ZS,Gross savings (% of GDP),Economic Policy & Debt,National accounts,Shares of GDP & other,
NY.GNY.TOTL.KN,Gross national income (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Other items
NY.GSR.NFCY.CD,Net income from abroad (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.GSR.NFCY.CN,Net income from abroad (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.GSR.NFCY.KN,Net income from abroad (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.TAX.NIND.CD,Net taxes on products (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.TAX.NIND.CN,Net taxes on products (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.TAX.NIND.KN,Net taxes on products (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.TRF.NCTR.CD,Net current transfers from abroad (current US$),Economic Policy & Debt,National accounts,US$ at current prices,Aggregate indicators
NY.TRF.NCTR.CN,Net current transfers from abroad (current LCU),Economic Policy & Debt,National accounts,Local currency at current prices,Aggregate indicators
NY.TRF.NCTR.KN,Net current transfers from abroad (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Aggregate indicators
NY.TTF.GNFS.KN,Terms of trade adjustment (constant LCU),Economic Policy & Debt,National accounts,Local currency at constant prices,Other items
PA.NUS.ATLS,DEC alternative conversion factor (LCU per US$),Financial Sector,Exchange rates & prices,,
PA.NUS.FCRF,"Official exchange rate (LCU per US$, period average)",Financial Sector,Exchange rates & prices,,
PA.NUS.PPP,"PPP conversion factor, GDP (LCU per international $)",Economic Policy & Debt,Purchasing power parity,,
PA.NUS.PPPC.RF,PPP conversion factor (GDP) to market exchange rate ratio,Economic Policy & Debt,Purchasing power parity,,
PA.NUS.PRVT.PP,"PPP conversion factor, private consumption (LCU per international $)",Economic Policy & Debt,Purchasing power parity,,
PX.REX.REER,Real effective exchange rate index (2005 = 100),Financial Sector,Exchange rates & prices,,
SE.ADT.1524.LT.FE.ZS,"Literacy rate, youth female (% of females ages 15-24)",Education,Outcomes,,
SE.ADT.1524.LT.FM.ZS,Ratio of young literate females to males (% ages 15-24),Education,Outcomes,,
SE.ADT.1524.LT.MA.ZS,"Literacy rate, youth male (% of males ages 15-24)",Education,Outcomes,,
SE.ADT.1524.LT.ZS,"Literacy rate, youth total (% of people ages 15-24)",Education,Outcomes,,
SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",Education,Outcomes,,
SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",Education,Outcomes,,
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",Education,Outcomes,,
SE.ENR.PRIM.FM.ZS,Ratio of female to male primary enrollment (%),Education,Participation,,
SE.ENR.PRSC.FM.ZS,Ratio of girls to boys in primary and secondary education (%),Education,Participation,,
SE.ENR.SECO.FM.ZS,Ratio of female to male secondary enrollment (%),Education,Participation,,
SE.ENR.TERT.FM.ZS,Ratio of female to male tertiary enrollment (%),Education,Participation,,
SE.PRE.ENRR,"School enrollment, preprimary (% gross)",Education,Participation,,
SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)",Education,Participation,,
SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)",Education,Participation,,
SE.PRM.AGES,Primary school starting age (years),Education,Inputs,,
SE.PRM.CMPT.FE.ZS,"Primary completion rate, female (% of relevant age group)",Education,Outcomes,,
SE.PRM.CMPT.MA.ZS,"Primary completion rate, male (% of relevant age group)",Education,Outcomes,,
SE.PRM.CMPT.ZS,"Primary completion rate, total (% of relevant age group)",Education,Outcomes,,
SE.PRM.DURS,"Primary education, duration (years)",Education,Outcomes,,
SE.PRM.ENRL,"Primary education, pupils",Education,Participation,,
SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)",Education,Participation,,
SE.PRM.ENRL.TC.ZS,"Pupil-teacher ratio, primary",Education,Inputs,,
SE.PRM.ENRR,"School enrollment, primary (% gross)",Education,Participation,,
SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)",Education,Participation,,
SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)",Education,Participation,,
SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",Education,Efficiency,,
SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",Education,Efficiency,,
SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",Education,Efficiency,,
SE.PRM.NENR,"School enrollment, primary (% net)",Education,Participation,,
SE.PRM.NENR.FE,"School enrollment, primary, female (% net)",Education,Participation,,
SE.PRM.NENR.MA,"School enrollment, primary, male (% net)",Education,Participation,,
SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)",Education,Efficiency,,
SE.PRM.NINT.MA.ZS,"Net intake rate in grade 1, male (% of official school-age population)",Education,Efficiency,,
SE.PRM.NINT.ZS,Net intake rate in grade 1 (% of official school-age population),Education,Efficiency,,
SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)",Education,Participation,,
SE.PRM.PRS5.FE.ZS,"Persistence to grade 5, female (% of cohort)",Education,Efficiency,,
SE.PRM.PRS5.MA.ZS,"Persistence to grade 5, male (% of cohort)",Education,Efficiency,,
SE.PRM.PRS5.ZS,"Persistence to grade 5, total (% of cohort)",Education,Efficiency,,
SE.PRM.PRSL.FE.ZS,"Persistence to last grade of primary, female (% of cohort)",Education,Efficiency,,
SE.PRM.PRSL.MA.ZS,"Persistence to last grade of primary, male (% of cohort)",Education,Efficiency,,
SE.PRM.PRSL.ZS,"Persistence to last grade of primary, total (% of cohort)",Education,Efficiency,,
SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)",Education,Efficiency,,
SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)",Education,Efficiency,,
SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)",Education,Efficiency,,
SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)",Education,Inputs,,
SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)",Education,Inputs,,
SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers),Education,Inputs,,
SE.PRM.TCHR,"Primary education, teachers",Education,Inputs,,
SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)",Education,Inputs,,
SE.PRM.TENR,"Total enrollment, primary (% net)",Education,Participation,,
SE.PRM.TENR.FE,"Total enrollment, primary, female (% net)",Education,Participation,,
SE.PRM.TENR.MA,"Total enrollment, primary, male (% net)",Education,Participation,,
SE.PRM.UNER,"Children out of school, primary",Education,Participation,,
SE.PRM.UNER.FE,"Children out of school, primary, female",Education,Participation,,
SE.PRM.UNER.MA,"Children out of school, primary, male",Education,Participation,,
SE.SEC.AGES,Secondary school starting age (years),Education,Inputs,,
SE.SEC.DURS,"Secondary education, duration (years)",Education,Outcomes,,
SE.SEC.ENRL,"Secondary education, pupils",Education,Participation,,
SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)",Education,Participation,,
SE.SEC.ENRL.GC,"Secondary education, general pupils",Education,Participation,,
SE.SEC.ENRL.GC.FE.ZS,"Secondary education, general pupils (% female)",Education,Participation,,
SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary",Education,Inputs,,
SE.SEC.ENRL.VO,"Secondary education, vocational pupils",Education,Participation,,
SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)",Education,Participation,,
SE.SEC.ENRR,"School enrollment, secondary (% gross)",Education,Participation,,
SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)",Education,Participation,,
SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)",Education,Participation,,
SE.SEC.NENR,"School enrollment, secondary (% net)",Education,Participation,,
SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)",Education,Participation,,
SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)",Education,Participation,,
SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)",Education,Participation,,
SE.SEC.PROG.FE.ZS,"Progression to secondary school, female (%)",Education,Efficiency,,
SE.SEC.PROG.MA.ZS,"Progression to secondary school, male (%)",Education,Efficiency,,
SE.SEC.PROG.ZS,Progression to secondary school (%),Education,Efficiency,,
SE.SEC.REPT.FE.ZS,"Repeaters, secondary, female (% of female enrollment)",Education,Efficiency,,
SE.SEC.REPT.MA.ZS,"Repeaters, secondary, male (% of male enrollment)",Education,Efficiency,,
SE.SEC.REPT.ZS,"Repeaters, secondary, total (% of total enrollment)",Education,Efficiency,,
SE.SEC.TCHR,"Secondary education, teachers",Education,Inputs,,
SE.SEC.TCHR.FE,"Secondary education, teachers, female",Education,Inputs,,
SE.SEC.TCHR.FE.ZS,"Secondary education, teachers (% female)",Education,Inputs,,
SE.TER.ENRR,"School enrollment, tertiary (% gross)",Education,Participation,,
SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)",Education,Participation,,
SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)",Education,Participation,,
SE.TER.TCHR.FE.ZS,"Tertiary education, teachers (% female)",Education,Inputs,,
SE.XPD.PRIM.PC.ZS,"Expenditure per student, primary (% of GDP per capita)",Education,Inputs,,
SE.XPD.SECO.PC.ZS,"Expenditure per student, secondary (% of GDP per capita)",Education,Inputs,,
SE.XPD.TERT.PC.ZS,"Expenditure per student, tertiary (% of GDP per capita)",Education,Inputs,,
SE.XPD.TOTL.GB.ZS,"Public spending on education, total (% of government expenditure)",Education,Inputs,,
SE.XPD.TOTL.GD.ZS,"Public spending on education, total (% of GDP)",Education,Inputs,,
SG.GEN.LSOM.ZS,"Female legislators, senior officials and managers (% of total)",Public Sector,Policy & institutions,,
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),Public Sector,Policy & institutions,,
SH.ANM.CHLD.ZS,Prevalence of anemia among children (% of children under 5),Health,Nutrition,,
SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",Health,Disease prevention,,
SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)",Health,Disease prevention,,
SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Health,Risk factors,,
SH.DTH.IMRT,Number of infant deaths,Health,Mortality,,
SH.DTH.INJR.ZS,"Cause of death, by injury (% of total)",Health,Risk factors,,
SH.DTH.MORT,Number of under-five deaths,Health,Mortality,,
SH.DTH.NCOM.ZS,"Cause of death, by non-communicable diseases (% of total)",Health,Risk factors,,
SH.DTH.NMRT,Number of neonatal deaths,Health,Mortality,,
SH.DYN.AIDS.FE.ZS,Female adults with HIV (% of population ages 15+ with HIV),Health,Risk factors,,
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",Health,Risk factors,,
SH.DYN.CHLD.FE,"Mortality rate, female child (per 1,000 female children age one)",Health,Mortality,,
SH.DYN.CHLD.MA,"Mortality rate, male child (per 1,000 male children age one)",Health,Mortality,,
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health,Mortality,,
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)",Health,Mortality,,
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)",Health,Mortality,,
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)",Health,Mortality,,
SH.H2O.SAFE.RU.ZS,"Improved water source, rural (% of rural population with access)",Health,Disease prevention,,
SH.H2O.SAFE.UR.ZS,"Improved water source, urban (% of urban population with access)",Health,Disease prevention,,
SH.H2O.SAFE.ZS,Improved water source (% of population with access),Health,Disease prevention,,
SH.HIV.0014,Children (0-14) living with HIV,Health,Risk factors,,
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)",Health,Risk factors,,
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)",Health,Risk factors,,
SH.HIV.ARTC.ZS,Antiretroviral therapy coverage (% of people with advanced HIV infection),Health,Risk factors,,
SH.IMM.IDPT,"Immunization, DPT (% of children ages 12-23 months)",Health,Disease prevention,,
SH.IMM.MEAS,"Immunization, measles (% of children ages 12-23 months)",Health,Disease prevention,,
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",Health,Health services,,
SH.MED.CMHW.P3,"Community health workers (per 1,000 people)",Health,Health services,,
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",Health,Health services,,
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",Health,Health services,,
SH.MLR.INCD,"Notified cases of malaria (per 100,000 people)",Health,Risk factors,,
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),Health,Disease prevention,,
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Health,Disease prevention,,
SH.MMR.DTHS,Number of maternal deaths,Health,Reproductive health,,
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Health,Reproductive health,,
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),Health,Reproductive health,,
SH.PRG.ANEM,Prevalence of anemia among pregnant women (%),Health,Nutrition,,
SH.PRV.SMOK.FE,"Smoking prevalence, females (% of adults)",Health,Risk factors,,
SH.PRV.SMOK.MA,"Smoking prevalence, males (% of adults)",Health,Risk factors,,
SH.STA.ACSN,Improved sanitation facilities (% of population with access),Health,Disease prevention,,
SH.STA.ACSN.RU,"Improved sanitation facilities, rural (% of rural population with access)",Health,Disease prevention,,
SH.STA.ACSN.UR,"Improved sanitation facilities, urban (% of urban population with access)",Health,Disease prevention,,
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),Health,Reproductive health,,
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),Health,Disease prevention,,
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),Health,Nutrition,,
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),Health,Reproductive health,,
SH.STA.BRTW.ZS,Low-birthweight babies (% of births),Health,Nutrition,,
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),Health,Risk factors,,
SH.STA.MALN.FE.ZS,"Malnutrition prevalence, weight for age, female (% of children under 5)",Health,Nutrition,,
SH.STA.MALN.MA.ZS,"Malnutrition prevalence, weight for age, male (% of children under 5)",Health,Nutrition,,
SH.STA.MALN.ZS,"Malnutrition prevalence, weight for age (% of children under 5)",Health,Nutrition,,
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health,Reproductive health,,
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health,Reproductive health,,
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Health,Disease prevention,,
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, female (% of children under 5)",Health,Nutrition,,
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, male (% of children under 5)",Health,Nutrition,,
SH.STA.OWGH.ZS,Prevalence of overweight (% of children under 5),Health,Nutrition,,
SH.STA.STNT.FE.ZS,"Malnutrition prevalence, height for age, female (% of children under 5)",Health,Nutrition,,
SH.STA.STNT.MA.ZS,"Malnutrition prevalence, height for age, male (% of children under 5)",Health,Nutrition,,
SH.STA.STNT.ZS,"Malnutrition prevalence, height for age (% of children under 5)",Health,Nutrition,,
SH.STA.WAST.FE.ZS,"Prevalence of wasting, female (% of children under 5)",Health,Nutrition,,
SH.STA.WAST.MA.ZS,"Prevalence of wasting, male (% of children under 5)",Health,Nutrition,,
SH.STA.WAST.ZS,Prevalence of wasting (% of children under 5),Health,Nutrition,,
SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of registered cases),Health,Disease prevention,,
SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)",Health,Disease prevention,,
SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)",Health,Risk factors,,
SH.VAC.TTNS.ZS,Newborns protected against tetanus (%),Health,Reproductive health,,
SH.VST.OUTP,Outpatient visits per capita,Health,Health services,,
SH.XPD.EXTR.ZS,External resources for health (% of total expenditure on health),Health,Health services,,
SH.XPD.OOPC.TO.ZS,Out-of-pocket health expenditure (% of total expenditure on health),Health,Health services,,
SH.XPD.OOPC.ZS,Out-of-pocket health expenditure (% of private expenditure on health),Health,Health services,,
SH.XPD.PCAP,Health expenditure per capita (current US$),Health,Health services,,
SH.XPD.PCAP.PP.KD,"Health expenditure per capita, PPP (constant 2005 international $)",Health,Health services,,
SH.XPD.PRIV.ZS,"Health expenditure, private (% of GDP)",Health,Health services,,
SH.XPD.PUBL,"Health expenditure, public (% of total health expenditure)",Health,Health services,,
SH.XPD.PUBL.GX.ZS,"Health expenditure, public (% of government expenditure)",Health,Health services,,
SH.XPD.PUBL.ZS,"Health expenditure, public (% of GDP)",Health,Health services,,
SH.XPD.TOTL.ZS,"Health expenditure, total (% of GDP)",Health,Health services,,
SI.DST.02ND.20,Income share held by second 20%,Poverty,Income distribution,,
SI.DST.03RD.20,Income share held by third 20%,Poverty,Income distribution,,
